Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,distance
Kiribathgoda,6.9778284,79.92715229999997,McDonald's,6.97705757811401,79.92614721715991,Fast Food Restaurant,0.08524570355894603
Cinnamon Gardens,6.9116652,79.86456779999997,Mercantile Cricket Association (MCA),6.907251155505389,79.87016433099059,Lounge,0.48815071185097075
Moratuwa,6.788070599999998,79.8912813,Metropolitan  M centre,6.7889220711878435,79.8851711597285,Electronics Store,0.0941640212690895
Bambalapitiya,6.904361,79.8540397,Midnightdivas,6.903269037024917,79.85847449340353,Lingerie Store,0.1207605356873429
Dalugama,6.9752231,79.92066940000002,Millennium Food Center,6.970281526367276,79.9199124015298,Chinese Restaurant,0.5464917968398287
Bambalapitiya,6.904361,79.8540397,Min Han,6.906223621745688,79.8531105130386,Chinese Restaurant,0.20598794906648923
Hulftsdorp,6.9362635,79.8639835,Minan Hut,6.930043560375779,79.8699856630602,Burger Joint,0.6878659642044551
Bambalapitiya,6.904361,79.8540397,Minhan Chinese Restaurant,6.906232272810736,79.8531107734816,Chinese Restaurant,0.2069446732217988
Kotikawatta,6.9345136,79.90597659999997,Mini Subway,6.926192536802982,79.90415344412595,Fast Food Restaurant,0.920230071653162
Cinnamon Gardens,6.9116652,79.86456779999997,Miniso,6.917598259086852,79.86413358332048,Gift Shop,0.6561392047083229
Fort (Colombo),6.9337011,79.8500302,Ministry Of Crab,6.933673,79.843499,Seafood Restaurant,0.003107591905273687
Borella,6.9121796,79.8828828,Mintage Restaurant & Pub,6.90971921696938,79.87654268131948,Pub,0.2720946298286526
Wellawatte,6.8740921,79.8604934,Mirage Colombo,6.870478976398308,79.85858960603841,Hotel,0.3995759722734923
Moratuwa,6.788070599999998,79.8912813,Mitra Innovation,6.790481986151084,79.8858611963845,Tech Startup,0.26667470062131066
Bambalapitiya,6.904361,79.8540397,Mitsi's Delicacies,6.9020054503975885,79.85747659176768,Coffee Shop,0.26050097924474064
Narahenpita,6.897593400000001,79.881483,Miyurasa,6.898607743948416,79.87653155126397,Bakery,0.11217659582574266
Mattakkuliya,6.971672200000001,79.87868329999998,MoMo,6.974218589201832,79.88721519612275,Restaurant,0.28160681700459184
Borella,6.9121796,79.8828828,Mobitel - Cafeteria,6.9203034602657425,79.88123850896574,Cafeteria,0.8984207801544108
Battaramulla,6.897994099999999,79.9222869,Mona's Kitchen,6.899936,79.921363,Italian Restaurant,0.21475530035555068
Kollupitiya,6.912815400000001,79.8506815,Mondy,6.9127007847277255,79.85514342715166,Women's Store,0.01267534447145128
Union Place,6.9229583,79.8523572,Monsoon Restaurant & Bar,6.916423,79.858558,Malay Restaurant,0.7227414038764993
Kohuwala,6.862484200000001,79.8854983,Moonage,6.871427623173164,79.8851342103589,Clothing Store,0.9890545165425516
Pannipitiya,6.8463993,79.94843459999998,Moraketiya Junction,6.843931186131977,79.94852053778516,Intersection,0.27294883750188115
Peliyagoda,6.958491499999999,79.9055819,Mother's Kitchen,6.9594936,79.91439,Sri Lankan Restaurant,0.11082281724749628
Havelock Town,6.8866519,79.8646835,Mothercare,6.8880970525409175,79.85944637383865,Baby Store,0.15981977328126834
Sri Jayawardenepura Kotte,6.8867616,79.9187142,Mr Kottu,6.8830368522880825,79.9119222140563,Burger Joint,0.4119207187560457
Nugegoda,6.864908099999999,79.89967890000001,MultiFitness,6.864685790763601,79.8973276682496,Gym,0.024585209747627467
Maradana,6.926997,79.8639835,Multifit Fitness Co-operation,6.9234354501273945,79.86905049642044,Gym,0.393873296014329
Madampitiya,6.9616629,79.87518359999999,Muthuwalla Play Ground,6.962399628923081,79.86639806934927,Cricket Ground,0.08147528716246386
Kalubowila,6.863141400000001,79.87868329999998,My Burger,6.866476097902139,79.88332301101462,Burger Joint,0.36878471060274987
Nugegoda,6.864908099999999,79.89967890000001,My Burger,6.8666325683673275,79.89341696894348,Burger Joint,0.1907092072181686
Havelock Town,6.8866519,79.8646835,MyDeal.lk Pvt Ltd,6.884557126303457,79.85832200574713,Miscellaneous Shop,0.23166151880311178
Kollupitiya,6.912815400000001,79.8506815,Mövenpick Hotel Colombo,6.911842923992964,79.85066646434211,Hotel,0.10754647188993201
Narahenpita,6.897593400000001,79.881483,NLDB Milk Restaurant,6.891335162349982,79.87871551247008,Food Court,0.6921002386591011
Wellawatte,6.8740921,79.8604934,NOLIMIT,6.872467455936571,79.86175813519286,Clothing Store,0.17966967911582682
Wellawatte,6.8740921,79.8604934,NOLIMIT Image,6.8768418324863525,79.86049210809787,Clothing Store,0.3040934378252958
Borella,6.9121796,79.8828828,Namel Malini Punchi Theater,6.9144468426115,79.87933620729777,Movie Theater,0.25073518736865374
Nawala,6.896419099999999,79.8884819,Narahenpita Dedicated Economic Center,6.892317555713816,79.88294572144581,Market,0.4535909191522455
Narahenpita,6.897593400000001,79.881483,Narahenpita Railway Station,6.896689616863087,79.87802982330322,Train Station,0.09994963913172902
Union Place,6.9229583,79.8523572,National Gem & Jewellery Authority,6.920288719903983,79.84857346685187,Government Building,0.29522993936247016
Maharagama,6.8510951,79.92120109999998,National Youth Center,6.847442033685442,79.92429029802426,Government Building,0.40399285728694334
Kalubowila,6.863141400000001,79.87868329999998,National Zoological Gardens,6.8563367631119965,79.87422386676094,Zoo,0.7525255930582021
Madampitiya,6.9616629,79.87518359999999,Nawaloka,6.96253348273677,79.88152403607226,Bus Stop,0.0962782598253259
Maharagama,6.8510951,79.92120109999998,Nawinna Railway Station,6.852591019454105,79.91789882363237,Train Station,0.16543385394279544
Cinnamon Gardens,6.9116652,79.86456779999997,Nelum Pokuna Mahinda Rajapakse Theatre,6.911080600800691,79.86360336390003,Theater,0.06465103342654363
"Kaduwela, Western Province",6.929061,79.98277540000002,New Apple Green Family Restaurant,6.931875685589215,79.98249931490834,Chinese Restaurant,0.3112773299054916
"Kaduwela, Western Province",6.929061,79.98277540000002,New Bon Cafe,6.934465068790088,79.98376698057899,Breakfast Spot,0.5976384010762975
Grandpass,6.9511189,79.8740747,New Kelani Bridge Bus Stop,6.952940583633058,79.88059992826128,Bus Stop,0.20146098504635226
Pamankada,6.8776324,79.8713074,New Pettah Pharmacy,6.877115338860433,79.86947901707188,Pharmacy,0.05718189415522659
"Pettah, Sri Lanka",6.936785799999999,79.8525385,New Saraswathi Cafe,6.942664934163703,79.85490147295755,Vegetarian / Vegan Restaurant,0.6501763122200002
Pamankada,6.8776324,79.8713074,New Tissa Hotel,6.877652909651686,79.8789594762915,Fast Food Restaurant,0.002268166480288748
Cinnamon Gardens,6.9116652,79.86456779999997,Nihonbashi,6.916697220349778,79.8655081363208,Japanese Restaurant,0.5564929861173104
Union Place,6.9229583,79.8523572,Nihonbashi,6.920089206377862,79.84790876759119,Japanese Restaurant,0.31729421934530677
Bambalapitiya,6.904361,79.8540397,Nike,6.900811700174375,79.85314403525828,Sporting Goods Shop,0.3925181860661934
Nugegoda,6.864908099999999,79.89967890000001,Nils,6.866927784571867,79.89331738574167,Women's Store,0.22335721152944926
Kirulapana,6.8814717000000005,79.87634759999997,Nim's 2525,6.888938367189303,79.87682137466314,Moving Target,0.8257404776068072
Dematagoda,6.9352993000000005,79.88078309999999,Ninehearts Color Lab,6.941892623901367,79.87867736816406,Photography Lab,0.7291588687311596
Wellawatte,6.8740921,79.8604934,Nithyakalyani Jewellery,6.866288928890243,79.86293480907686,Jewelry Store,0.8629539851849443
Havelock Town,6.8866519,79.8646835,Nokia Care,6.88706733275538,79.85799727862691,Mobile Phone Shop,0.045942809130274855
Kohuwala,6.862484200000001,79.8854983,Nolimit,6.869672891949303,79.88808870924755,Clothing Store,0.7949984970194741
Borella,6.9121796,79.8828828,Nolimit,6.9139780874456465,79.87746292276184,Clothing Store,0.19889538064830833
Maha Nuge Gardens,6.916688400000001,79.8491938,Noodles,6.9178765597029415,79.8493257404643,Noodle House,0.13139903677526107
Maha Nuge Gardens,6.916688400000001,79.8491938,Nuga Gama,6.917730899757839,79.849732803355,Sri Lankan Restaurant,0.11529044728673389
Kalubowila,6.863141400000001,79.87868329999998,ODEL,6.869575203372929,79.88074109750256,Women's Store,0.7115152669212714
Koswatte,6.908863,79.93135670000002,ODEL,6.907739429655424,79.92977659499971,Clothing Store,0.1242560281444294
Cinnamon Gardens,6.9116652,79.86456779999997,ODEL,6.9168003972100225,79.8652267066732,Clothing Store,0.5679033543673873
Kiribathgoda,6.9778284,79.92715229999997,ODEL,6.977210646145145,79.92880580806445,Clothing Store,0.06831780870631946
Havelock Town,6.8866519,79.8646835,ONE UP all day breakfast & coffee,6.8807797122352135,79.85929952090466,Breakfast Spot,0.6494065833245303
Sri Jayawardenepura Kotte,6.8867616,79.9187142,OSMO Wellness Gym & Sports Centre,6.885791378740241,79.92571364532706,Gym,0.10729700171573654
Wattala,6.9906677,79.8931709,Odel,6.987291763781703,79.89025063468962,Clothing Store,0.37334720741698546
Wickramasinhapura,6.8823235999999985,79.93857940000002,Odel - Capital Mall,6.875027943413643,79.93426955386704,Department Store,0.8068281551895378
Cinnamon Gardens,6.9116652,79.86456779999997,Odel Boulevard,6.9167734187379954,79.8651479561553,Café,0.5649197948715458
Cinnamon Gardens,6.9116652,79.86456779999997,Odel Food Court,6.916834108357572,79.86468078530329,Food Court,0.5716314830182831
Havelock Town,6.8866519,79.8646835,Off the hook,6.887144799731165,79.87226780200454,Seafood Restaurant,0.054509900850929216
Athurugiriya,6.8723185,80.0003875,Old Athurugiriya Junction,6.868565509121688,80.00116561537418,Bus Stop,0.4150438870453228
Ratmalana,6.8195453,79.8800832,Old Colombo Airpirt,6.820834739638546,79.88808000152795,Airport,0.1425990473711635
Nawala,6.896419099999999,79.8884819,Olive Garden City Restaurant,6.893542601454914,79.88960277755464,Restaurant,0.31811277932199133
Wellawatte,6.8740921,79.8604934,Olive's Kitchen & Grill,6.87642510531628,79.85745624346758,Chinese Restaurant,0.25800749871269896
Wellawatte,6.8740921,79.8604934,Omega inn-Spice and Ice,6.869251683795241,79.86237622452391,Bakery,0.5353024626393884
Slave Island,6.9257119000000005,79.8503314,One Galle Face,6.927255000000001,79.84439300000001,Shopping Mall,0.17065208606881632
Maharagama,6.8510951,79.92120109999998,Orange Information Technology,6.8532442578933015,79.91939684423667,Office,0.2376755492196573
Maharagama,6.8510951,79.92120109999998,Orilka gym & fitness center,6.854423961915996,79.91817189031421,Gym,0.368139123703922
Kadawatha,7.0046719,79.9542002,Outer Circular Expressway Interchange,7.0004396173720345,79.96024525703127,Intersection,0.4680514402686933
Borella,6.9121796,79.8828828,Oval Badminton courts,6.918180465698242,79.88432312011719,Tennis Stadium,0.6636379782538725
Kalubowila,6.863141400000001,79.87868329999998,P & S,6.8663690194740585,79.87590034226945,Snack Place,0.3569428913670663
Maradana,6.926997,79.8639835,P M J Printers and Bookshop,6.9265536147642965,79.86803155939161,Bookstore,0.049034162615312495
Kalubowila,6.863141400000001,79.87868329999998,P&S Kohuwala,6.87050180294587,79.8772861837828,Bakery,0.8139880664818208
Kalubowila,6.863141400000001,79.87868329999998,POWER World Kalubowila,6.865577507256737,79.87253626578025,Gym / Fitness Center,0.26940943954910995
Havelock Town,6.8866519,79.8646835,Paan Paan,6.883441881908358,79.86224925872389,Bakery,0.3549966521073201
Bambalapitiya,6.904361,79.8540397,Paan Paan,6.898598230538402,79.85542000058636,Bakery,0.6373064610570016
Kirulapana,6.8814717000000005,79.87634759999997,Pamankada Junction,6.876950810756148,79.8714390626075,Bus Station,0.4999660779871986
Hulftsdorp,6.9362635,79.8639835,Panchikawatta Road Bus Stop,6.933229768960607,79.86543005029169,Bus Station,0.33550172385474364
Kollupitiya,6.912815400000001,79.8506815,Panino,6.914755448012245,79.8592445493793,Sandwich Place,0.21455062153823973
Pannipitiya,6.8463993,79.94843459999998,Pannipitiya Railway Station,6.847294945636254,79.94918166586447,Train Station,0.09904950312646153
Kottawa,6.8411652,79.9654324,Panorama Restaurant,6.8405042170308334,79.96693312027219,Pub,0.07309812686503149
Maradana,6.926997,79.8639835,Papyrus Papers (Pvt) Ltd.,6.920828300197631,79.85987253452713,Paper / Office Supplies Store,0.6821990642621263
Cinnamon Gardens,6.9116652,79.86456779999997,Paradise Road,6.916299716394661,79.86228152860433,Art Gallery,0.5125328728675071
Cinnamon Gardens,6.9116652,79.86456779999997,Paradise Road cafe,6.915699472691642,79.86233450556412,Restaurant,0.4461516953443714
Cinnamon Gardens,6.9116652,79.86456779999997,Park Street Mews,6.9167219878642365,79.85891219129357,Restaurant,0.559232034964998
Maradana,6.926997,79.8639835,Park View,6.92024074626996,79.86712294570881,Chinese Restaurant,0.7471768870948394
Pelawatte,6.8905834000000015,79.924918,Parliament Food Court,6.893833843587258,79.91731173809728,Food Court,0.3594674245889156
Pelawatte,6.8905834000000015,79.924918,Parliament Ground,6.8930042855233165,79.91854190826416,Playground,0.267726372064187
Bambalapitiya,6.904361,79.8540397,PastaMania,6.899358465811293,79.85567989553945,Italian Restaurant,0.5532318153692195
Bambalapitiya,6.904361,79.8540397,Pearl Grand Hotel,6.896126827914242,79.8553734761003,Hotel,0.9106195962854977
Union Place,6.9229583,79.8523572,"Pebbles cafe, Taj Samudra",6.923323078542416,79.8462730785438,Coffee Shop,0.0403410086744088
Nawala,6.896419099999999,79.8884819,Peking Palace,6.887709694627762,79.88736266442821,Chinese Restaurant,0.9631754608285055
Moratuwa,6.788070599999998,79.8912813,Perera & Sons,6.784303947266471,79.88445487001269,Bakery,0.41655330149101405
Piliyandala,6.8017575,79.9227313,Perera & Sons,6.801248435879584,79.9240662162488,Bakery,0.05629732517564883
Boralesgamuwa,6.840989100000002,79.9017187,Perera & Sons,6.840711907312831,79.90089904073534,Bakery,0.030654747809392546
Pannipitiya,6.8463993,79.94843459999998,Perera & Sons,6.845651624469785,79.95274543762206,Bakery,0.08268547765453482
Maharagama,6.8510951,79.92120109999998,Perera & Sons,6.846549234981363,79.92733447407691,Bakery,0.5027275186266498
Kalubowila,6.863141400000001,79.87868329999998,Perera & Sons,6.870537475314023,79.87733237828053,Bakery,0.81793307963707
Wellawatte,6.8740921,79.8604934,Perera & Sons,6.880799034519726,79.8592643060747,Bakery,0.7417212233068402
Pelawatte,6.8905834000000015,79.924918,Perera & Sons,6.890309501982918,79.92901593446732,Bakery,0.03029045264544483
Battaramulla,6.897994099999999,79.9222869,Perera & Sons,6.902185230304728,79.91720685055243,Bakery,0.46349837259430837
Malabe,6.906078699999999,79.9696277,Perera & Sons,6.905196652173449,79.96226113823256,Bakery,0.09754595951420363
Borella,6.9121796,79.8828828,Perera & Sons,6.910969973767097,79.88583823338942,Bakery,0.1337729965600845
Borella,6.9121796,79.8828828,Perera & Sons,6.9140719846153535,79.87889414534644,Bakery,0.20927950320428845
Kolonnawa,6.9283595999999985,79.8949946,Perera & Sons,6.932552332923716,79.89020283791079,Bakery,0.46367619666912985
"Kaduwela, Western Province",6.929061,79.98277540000002,Perera & Sons,6.936358703774697,79.98317110901864,Bakery,0.8070563788719956
Mattakkuliya,6.971672200000001,79.87868329999998,Perera & Sons,6.97202703162331,79.87346373942931,Bakery,0.03924105526193844
Mattakkuliya,6.971672200000001,79.87868329999998,Perera & Sons,6.972577527272932,79.88625378502192,Bakery,0.1001207210029124
Kadawatha,7.0046719,79.9542002,Perera & Sons,7.006479982761638,79.9504711244229,Bakery,0.19995730992897573
Ragama,7.028003699999998,79.923,Perera & Sons,7.031553378750719,79.92216423078727,Bakery,0.3925621986981742
Kandana,7.0477897,79.8970348,Perera & Sons,7.042330000000001,79.89528,Bakery,0.6037935776213541
Havelock Town,6.8866519,79.8646835,Perera and Sons,6.894885657653452,79.86118296048865,Bakery,0.9105734036004636
Kotahena,6.9487664,79.86048309999998,Perera and Sons,6.9459514039434005,79.85980136204165,Bakery,0.31131188568910717
Wattala,6.9906677,79.8931709,Perera and Sons,6.996836214311703,79.88704660822313,Bakery,0.6821805593313989
"Pettah, Sri Lanka",6.936785799999999,79.8525385,Pettah Market,6.936947196076872,79.85093583880581,Market,0.017848868648720137
Havelock Town,6.8866519,79.8646835,Pho Vietnam,6.8907679743911565,79.86552470031634,Vietnamese Restaurant,0.4551976999296906
Kollupitiya,6.912815400000001,79.8506815,Photo Technica,6.9101449745522,79.85005964579824,Camera Store,0.2953233016209583
Battaramulla,6.897994099999999,79.9222869,Pillawoos,6.902066755733267,79.91864278609955,Asian Restaurant,0.45039623265864315
Pannipitiya,6.8463993,79.94843459999998,PitStop Cafe,6.844924230279927,79.94052590763344,Café,0.16312803831182493
Moratuwa,6.788070599999998,79.8912813,Piyara Fashion,6.782475811677273,79.88861036268824,Clothing Store,0.6187263929652816
Moratuwa,6.788070599999998,79.8912813,Pizza Hut,6.791109188533334,79.88632243587932,Pizza Place,0.3360368879667606
Boralesgamuwa,6.840989100000002,79.9017187,Pizza Hut,6.844823,79.89565,Pizza Place,0.423991155189931
Kohuwala,6.862484200000001,79.8854983,Pizza Hut,6.869189414247827,79.89034061607471,Pizza Place,0.7415306196433394
Thalawathugoda,6.8758648,79.9391936,Pizza Hut,6.874898903529072,79.93412449596939,Pizza Place,0.1068186737596765
Kirulapana,6.8814717000000005,79.87634759999997,Pizza Hut,6.881541064964111,79.86962010027044,Pizza Place,0.00767108648426534
Havelock Town,6.8866519,79.8646835,Pizza Hut,6.890388499999999,79.86593,Pizza Place,0.41323152850179484
Rajagiriya,6.909410799999999,79.8942538,Pizza Hut,6.908742600386964,79.89798407871619,Pizza Place,0.07389642581731144
Kollupitiya,6.912815400000001,79.8506815,Pizza Hut,6.911175034326396,79.85178709030151,Pizza Place,0.18140862814283126
Borella,6.9121796,79.8828828,Pizza Hut,6.9166479999999995,79.875979,Pizza Place,0.49416200860618686
Maha Nuge Gardens,6.916688400000001,79.8491938,Pizza Hut,6.919440044277737,79.84691619873047,Pizza Place,0.304305404900769
Union Place,6.9229583,79.8523572,Pizza Hut,6.919948448278436,79.85884196667047,Pizza Place,0.3328607132760407
Fort (Colombo),6.9337011,79.8500302,Pizza Hut,6.934417384786903,79.84430284559252,Pizza Place,0.07921426478333374
Kotahena,6.9487664,79.86048309999998,Pizza Hut,6.948814282639384,79.85970836357376,Pizza Place,0.005295366443468976
Dalugama,6.9752231,79.92066940000002,Pizza Hut,6.974801346294233,79.9230784203381,Pizza Place,0.04664201722444202
Wattala,6.9906677,79.8931709,Pizza Hut,6.986226791109327,79.88935286290602,Pizza Place,0.4911232879243079
Kadawatha,7.0046719,79.9542002,Pizza Hut,7.000315709878095,79.94834379262416,Pizza Place,0.4817544655007859
Pelawatte,6.8905834000000015,79.924918,Pizza Hut - Pelawatta,6.890113027175479,79.92914018762447,Pizza Place,0.05201865227111135
Thalawathugoda,6.8758648,79.9391936,Podium Sports Pub,6.875109287878625,79.94087645525553,Sports Bar,0.08355222904037667
Kahathuduwa,6.782298,79.99479559999997,Polgasowita,6.788258590157192,79.99259631329326,Bus Stop,0.6591803364032937
Fort (Colombo),6.9337011,79.8500302,Pool Cafe - The Kingsbury,6.933268238221919,79.84180052781137,Café,0.04787038242729195
Wellawatte,6.8740921,79.8604934,Pool hut,6.874339792479076,79.86116196886366,Pool Hall,0.027392356868842848
Welikada,6.9230071,79.8940806,Poornima Designer,6.926487922668457,79.89904022216797,Bridal Shop,0.3849456330373197
Cinnamon Gardens,6.9116652,79.86456779999997,Poppy Hana - Hyde Park Arpico,6.9175961796086325,79.86128014815809,Japanese Restaurant,0.655909234412273
Kirulapana,6.8814717000000005,79.87634759999997,Pot Biriyani,6.875194997571581,79.88225698471071,Indian Restaurant,0.6941417963900302
Slave Island,6.9257119000000005,79.8503314,Power Drome,6.928995652736957,79.84979404384235,Gym,0.3631516267031015
Borella,6.9121796,79.8828828,Power World Fitness Center,6.914885857654716,79.87659737889119,Gym,0.29928602387788666
Kalubowila,6.863141400000001,79.87868329999998,Power World Fitness Centers,6.8659013012476935,79.87267282205798,Gym,0.30521786399324397
Moratuwa,6.788070599999998,79.8912813,Power World Fitness Centre,6.79356852598745,79.88719152875754,Gym / Fitness Center,0.6080145476540717
Nugegoda,6.864908099999999,79.89967890000001,Power World Fitness Centre,6.867154534923027,79.89299695200667,Gym,0.24843356712514003
Kollupitiya,6.912815400000001,79.8506815,Praneetha,6.914717323202323,79.85303874104507,Sri Lankan Restaurant,0.2103343846519852
Piliyandala,6.8017575,79.9227313,Prasad Textiles - Piliyandala,6.800319591621817,79.92408290010394,Clothing Store,0.1590180701081375
Kandana,7.0477897,79.8970348,Prasanna Bakers,7.04527938,79.89714373,Bakery,0.27761876827519283
Rajagiriya,6.909410799999999,79.8942538,Prima Taste Singapore Cuisine,6.908973556335894,79.89027165952729,Asian Restaurant,0.04835492795046577
Borella,6.9121796,79.8828828,Punchi Theatre,6.913396238783998,79.87809002435016,Theater,0.13454852392311073
Wickramasinhapura,6.8823235999999985,79.93857940000002,Pussalla Meat Shop,6.875741643873871,79.9357177084269,Flea Market,0.7278998860352768
Cinnamon Gardens,6.9116652,79.86456779999997,Pusswedilla's Arsikland Nashnel Theatre (PANT),6.9067131224712535,79.86071559079834,Theater,0.5476519655674955
Pelawatte,6.8905834000000015,79.924918,Quick Thai,6.890078034951174,79.92901255846004,Thai Restaurant,0.05588845136270004
Cinnamon Gardens,6.9116652,79.86456779999997,Quick Thai,6.9083789824682995,79.86648664307994,Thai Restaurant,0.36342394536907685
Hulftsdorp,6.9362635,79.8639835,R. Premadasa (Khettarama) International Cricket Stadium,6.939612025136642,79.87221479415894,Cricket Ground,0.37031499885381436
Cinnamon Gardens,6.9116652,79.86456779999997,Racecourse Grounds,6.905021696680225,79.8635814871869,Athletics & Sports,0.734707302424165
Bambalapitiya,6.904361,79.8540397,Racecourse Shopping Complex,6.904883804199562,79.86303456759414,Shopping Mall,0.057817086084131476
Kalubowila,6.863141400000001,79.87868329999998,Raffles Deli,6.866383249377416,79.88268872617545,Fast Food Restaurant,0.35851657848590945
Wattala,6.9906677,79.8931709,Railway Crossing,6.9846062660217285,79.89949035644531,Light Rail Station,0.6703382924834196
Pamankada,6.8776324,79.8713074,Raj Pharmacy,6.876972016747321,79.86805114819732,Pharmacy,0.07303191490170269
Kollupitiya,6.912815400000001,79.8506815,Raja Bojun,6.910182128636693,79.85206006621667,Sri Lankan Restaurant,0.29121441840715234
Union Place,6.9229583,79.8523572,Raja Bojun,6.917047223338944,79.84681006680219,Sri Lankan Restaurant,0.6537083072438477
Pannipitiya,6.8463993,79.94843459999998,Raja Gedara,6.843662436209708,79.9569399852323,Diner,0.30266990331194765
Havelock Town,6.8866519,79.8646835,Raja Jewellers,6.889742603306872,79.85692177657536,Jewelry Store,0.3418016470661556
Kottawa,6.8411652,79.9654324,Rajagedara,6.843659670589688,79.95673272882303,Eastern European Restaurant,0.2758635971879505
Union Place,6.9229583,79.8523572,Ramada Colombo,6.920751982238086,79.84772941441817,Hotel,0.24399757338731717
Welikada,6.9230071,79.8940806,Ramada Hotel lobby,6.920854703105695,79.89444412429141,Hotel,0.238034443592588
Wellawatte,6.8740921,79.8604934,Ramkrishna bavan,6.8680120809735845,79.86249311385488,Indian Restaurant,0.6723903350602851
Havelock Town,6.8866519,79.8646835,Randoli. Sports Club,6.890997254815158,79.86863334573583,Bar,0.4805538818624931
Maha Nuge Gardens,6.916688400000001,79.8491938,"Rare By Residence, Uga Escapes",6.917169986885277,79.85820270729408,Restaurant,0.05325887736752288
Ratmalana,6.8195453,79.8800832,Ratmalana Airport (RML),6.820697846328226,79.88847970962523,Airport,0.12746002455500413
"Pettah, Sri Lanka",6.936785799999999,79.8525385,Ravi Jewellers Sea Street,6.940739780789111,79.85404272316269,Jewelry Store,0.4372726446482661
Nugegoda,6.864908099999999,79.89967890000001,Raymond Custom Tailors,6.868575180002493,79.8915409604912,Men's Store,0.40554292650203844
Piliyandala,6.8017575,79.9227313,Red Balloon,6.801969646577296,79.93137233638801,Chinese Restaurant,0.023461258701287294
Kottawa,6.8411652,79.9654324,Red Balloon,6.83979552488838,79.96793365940188,Chinese Restaurant,0.15147241044430815
Maharagama,6.8510951,79.92120109999998,Red Lantern,6.850590883021907,79.92212951721271,Chinese Restaurant,0.055761394249272775
Pamankada,6.8776324,79.8713074,Red Onion,6.873123239781663,79.8707127571106,Sri Lankan Restaurant,0.49866888296084044
Wellawatte,6.8740921,79.8604934,Red Orchid,6.881341648326478,79.8563126487339,Asian Restaurant,0.8017290012495205
Bambalapitiya,6.904361,79.8540397,Reebok,6.896124879169369,79.85727576524077,Sporting Goods Shop,0.9108351085366743
Hokandara,6.8743192,79.9696277,Reload Shop,6.8751223727888116,79.96813369746044,Video Store,0.08882302847142076
Kalubowila,6.863141400000001,79.87868329999998,Restaurant @ Dehiwala Zoo,6.856470015441233,79.87431683152384,Asian Restaurant,0.7377892043524907
Kottawa,6.8411652,79.9654324,Rich Look Fashion Head Office,6.839623401104486,79.96789344166814,Warehouse Store,0.17050758410473085
Maradana,6.926997,79.8639835,Ricorn Hotel and Backery,6.92691580722809,79.86524496605584,Bakery,0.008979143396505997
Wellawatte,6.8740921,79.8604934,Rio Ice Cream,6.874386251300782,79.85785517338107,Ice Cream Shop,0.032530246547183596
Rajagiriya,6.909410799999999,79.8942538,Rocco's Pizza,6.905326851377492,79.89459933360915,Pizza Place,0.4516452553471215
Havelock Town,6.8866519,79.8646835,Romaanz Halal Restaurant & Pool Centre,6.887383439264803,79.85984480524314,Pool Hall,0.0809011051746165
Havelock Town,6.8866519,79.8646835,Romaanz Pool Center,6.8873741523881336,79.8597918403916,Pool Hall,0.07987406720992603
Borella,6.9121796,79.8828828,Romafour,6.9125856914357575,79.87756203010377,Clothing Store,0.04490979824920187
Sri Jayawardenepura Kotte,6.8867616,79.9187142,Romano Restaurante,6.883317513099451,79.91053826747151,Italian Restaurant,0.3808823763550395
Moratuwa,6.788070599999998,79.8912813,Roots,6.796223044682059,79.88803881181565,Juice Bar,0.901577294385623
Kalubowila,6.863141400000001,79.87868329999998,Roots,6.869556877225173,79.88091592699956,Juice Bar,0.7094885752587112
Pelawatte,6.8905834000000015,79.924918,Roots,6.8938236089157785,79.91728883817242,Dessert Shop,0.3583355694596196
Bambalapitiya,6.904361,79.8540397,Roots,6.9022877403386085,79.85264980272561,Dessert Shop,0.22928244629475614
Nugegoda,6.864908099999999,79.89967890000001,Roots (at Glitz),6.866863914032588,79.89334552918943,Juice Bar,0.2162937589827362
Cinnamon Gardens,6.9116652,79.86456779999997,"Roots , Odel",6.916738628111662,79.8651295196979,Juice Bar,0.5610722862607532
Kadawatha,7.0046719,79.9542002,Roots - Cool Planet,7.005066763722872,79.94687042770501,Food Court,0.0436682916964385
Wellawatte,6.8740921,79.8604934,Royal Bakery,6.872311723296334,79.86180002765677,Bakery,0.19689217916464968
Wellawatte,6.8740921,79.8604934,Royal Biriyani & BBQ,6.866586947096459,79.85924857558824,Asian Restaurant,0.8299961075576101
Wellawatte,6.8740921,79.8604934,Royal Briyani & B.B.Q,6.8668293952941895,79.85921478271484,BBQ Joint,0.8031837251090794
Havelock Town,6.8866519,79.8646835,Royal Burger,6.884182855140449,79.8678414456792,Burger Joint,0.27305225315482823
Bambalapitiya,6.904361,79.8540397,Royal College Main Ground,6.903062570848335,79.8610492209592,Playground,0.1435936957643877
Borella,6.9121796,79.8828828,Royal Colombo Golf Club,6.905233716193368,79.88397721347923,Golf Course,0.7681476754780817
Slave Island,6.9257119000000005,79.8503314,Royal Thai Restaurant,6.92931242663884,79.8498253944501,Thai Restaurant,0.3981837913250623
Maharagama,6.8510951,79.92120109999998,Ruhunu Foods,6.85175755730435,79.9192182580303,Fast Food Restaurant,0.07326120583173437
Cinnamon Gardens,6.9116652,79.86456779999997,Russian Cultural Centre,6.908388413738942,79.86425419363223,Concert Hall,0.36238093792394244
